City,Abbr.,County,Alias_Abbr
North Baltimore,OH,WOOD,"North Baltimore, OH"
North Baltimore,OH,WOOD,"No Baltimore, OH"
North Baltimore,OH,WOOD,"N Baltimore, OH"
Oakwood,OH,PAULDING,"Oakwood, OH"
Ohio City,OH,VAN WERT,"Oh City, OH"
Ohio City,OH,VAN WERT,"Ohio City, OH"
Ottawa,OH,PUTNAM,"Ottawa, OH"
Ottawa,OH,PUTNAM,"Gilboa, OH"
Ottoville,OH,PUTNAM,"Ottoville, OH"
Pandora,OH,PUTNAM,"Pandora, OH"
Paulding,OH,PAULDING,"Broughton, OH"
Paulding,OH,PAULDING,"Paulding, OH"
Payne,OH,PAULDING,"Payne, OH"
Rawson,OH,HANCOCK,"Rawson, OH"
Rockford,OH,MERCER,"Rockford, OH"
Saint Henry,OH,MERCER,"Saint Henry, OH"
Saint Henry,OH,MERCER,"St Henry, OH"
Saint Johns,OH,AUGLAIZE,"St Johns, OH"
Saint Johns,OH,AUGLAIZE,"Saint Johns, OH"
Saint Marys,OH,AUGLAIZE,"St Marys, OH"
Saint Marys,OH,AUGLAIZE,"Saint Marys, OH"
Scott,OH,VAN WERT,"Scott, OH"
Spencerville,OH,ALLEN,"Spencerville, OH"
Uniopolis,OH,AUGLAIZE,"Uniopolis, OH"
Van Buren,OH,HANCOCK,"Van Buren, OH"
Vanlue,OH,HANCOCK,"Vanlue, OH"
Van Wert,OH,VAN WERT,"Van Wert, OH"
Vaughnsville,OH,PUTNAM,"Vaughnsville, OH"
Venedocia,OH,VAN WERT,"Venedocia, OH"
Wapakoneta,OH,AUGLAIZE,"Wapakoneta, OH"
Wapakoneta,OH,AUGLAIZE,"Wapak, OH"
Waynesfield,OH,AUGLAIZE,"Waynesfield, OH"
Williamstown,OH,HANCOCK,"Williamstown, OH"
Willshire,OH,VAN WERT,"Willshire, OH"
Wren,OH,VAN WERT,"Wren, OH"
Albert,OK,CADDO,"Albert, OK"
Alex,OK,GRADY,"Alex, OK"
Edmond,OK,OKLAHOMA,"Edmond, OK"
Amber,OK,GRADY,"Amber, OK"
Anadarko,OK,CADDO,"Anadarko, OK"
Anadarko,OK,CADDO,"Washita, OK"
Apache,OK,CADDO,"Apache, OK"
Arcadia,OK,OKLAHOMA,"Arcadia, OK"
Bethany,OK,OKLAHOMA,"Woodlawn Park, OK"
Bethany,OK,OKLAHOMA,"Bethany, OK"
Binger,OK,CADDO,"Binger, OK"
Blanchard,OK,MCCLAIN,"Blanchard, OK"
Blanchard,OK,MCCLAIN,"Cole, OK"
Bradley,OK,GRADY,"Bradley, OK"
Calumet,OK,CANADIAN,"Calumet, OK"
Carnegie,OK,CADDO,"Carnegie, OK"
Cashion,OK,KINGFISHER,"Cashion, OK"
Cement,OK,CADDO,"Cement, OK"
Chickasha,OK,GRADY,"Chickasha, OK"
Chickasha,OK,GRADY,"Norge, OK"
Norman,OK,CLEVELAND,"University Of Ok, OK"
Norman,OK,CLEVELAND,"Norman, OK"
Choctaw,OK,OKLAHOMA,"Choctaw, OK"
Colony,OK,WASHITA,"Colony, OK"
Concho,OK,CANADIAN,"Concho, OK"
Corn,OK,WASHITA,"Corn, OK"
Coyle,OK,LOGAN,"Coyle, OK"
Crescent,OK,LOGAN,"Cimarron City, OK"
Crescent,OK,LOGAN,"Crescent, OK"
Cyril,OK,CADDO,"Cyril, OK"
Davis,OK,MURRAY,"Davis, OK"
Dibble,OK,MCCLAIN,"Dibble, OK"
Dougherty,OK,MURRAY,"Dougherty, OK"
Eakly,OK,CADDO,"Eakly, OK"
El Reno,OK,CANADIAN,"El Reno, OK"
Fort Cobb,OK,CADDO,"Fort Cobb, OK"
Geary,OK,BLAINE,"Geary, OK"
Gotebo,OK,KIOWA,"Gotebo, OK"
Gracemont,OK,CADDO,"Gracemont, OK"
Greenfield,OK,BLAINE,"Greenfield, OK"
Guthrie,OK,LOGAN,"Guthrie, OK"
Harrah,OK,OKLAHOMA,"Harrah, OK"
Hinton,OK,CADDO,"Bridgeport, OK"
Hinton,OK,CADDO,"Hinton, OK"
Hydro,OK,CADDO,"Hydro, OK"
Jones,OK,OKLAHOMA,"Jones, OK"
Langston,OK,LOGAN,"Langston, OK"
Lexington,OK,CLEVELAND,"Slaughterville, OK"
Lexington,OK,CLEVELAND,"Slaughtervl, OK"
Lexington,OK,CLEVELAND,"Lexington, OK"
Lindsay,OK,GARVIN,"Erin Springs, OK"
Lindsay,OK,GARVIN,"Lindsay, OK"
Lookeba,OK,CADDO,"Lookeba, OK"
Luther,OK,OKLAHOMA,"Luther, OK"
Marlow,OK,STEPHENS,"Bray, OK"
Marlow,OK,STEPHENS,"Central High, OK"
Marlow,OK,STEPHENS,"Marlow, OK"
Marshall,OK,LOGAN,"Marshall, OK"
Maysville,OK,GARVIN,"Maysville, OK"
Meridian,OK,LOGAN,"Meridian, OK"
Minco,OK,GRADY,"Minco, OK"
Morrison,OK,NOBLE,"Morrison, OK"
Mountain View,OK,KIOWA,"Mountain View, OK"
Mulhall,OK,LOGAN,"Mulhall, OK"
Mustang,OK,CANADIAN,"Mustang, OK"
Newcastle,OK,MCCLAIN,"Newcastle, OK"
Nicoma Park,OK,OKLAHOMA,"Nicoma Park, OK"
Ninnekah,OK,GRADY,"Ninnekah, OK"
Noble,OK,CLEVELAND,"Etowah, OK"
Noble,OK,CLEVELAND,"Noble, OK"
Orlando,OK,LOGAN,"Orlando, OK"
Paoli,OK,GARVIN,"Paoli, OK"
Pauls Valley,OK,GARVIN,"Pauls Valley, OK"
Perry,OK,NOBLE,"Perry, OK"
Piedmont,OK,CANADIAN,"Piedmont, OK"
Pocasset,OK,GRADY,"Pocasset, OK"
Purcell,OK,MCCLAIN,"Purcell, OK"
Rush Springs,OK,GRADY,"Rush Springs, OK"
Spencer,OK,OKLAHOMA,"Spencer, OK"
Yukon,OK,CANADIAN,"Yukon, OK"
Sulphur,OK,MURRAY,"Sulphur, OK"
Tuttle,OK,GRADY,"Tuttle, OK"
Union City,OK,CANADIAN,"Union City, OK"
Verden,OK,GRADY,"Verden, OK"
Washington,OK,MCCLAIN,"Washington, OK"
Washington,OK,MCCLAIN,"Goldsby, OK"
Wayne,OK,MCCLAIN,"Wayne, OK"
Weatherford,OK,CUSTER,"Weatherford, OK"
Wheatland,OK,OKLAHOMA,"Wheatland, OK"
Wynnewood,OK,GARVIN,"Wynnewood, OK"
OKC,OK,CLEVELAND,"Okc, OK"
Oklahoma City,OK,CLEVELAND,"Oklahoma City, OK"
Oklahoma City,OK,OKLAHOMA,"Midwest City, OK"
Oklahoma City,OK,OKLAHOMA,"Warr Acres, OK"
Oklahoma City,OK,CLEVELAND,"Del City, OK"
Oklahoma City,OK,OKLAHOMA,"Smith Village, OK"
Oklahoma City,OK,OKLAHOMA,"Nichols Hills, OK"
Oklahoma City,OK,OKLAHOMA,"The Village, OK"
Oklahoma City,OK,OKLAHOMA,"Village, OK"
Oklahoma City,OK,OKLAHOMA,"Lake Aluma, OK"
Oklahoma City,OK,OKLAHOMA,"Forest Park, OK"
Oklahoma City,OK,OKLAHOMA,"Valley Brook, OK"
Oklahoma City,OK,OKLAHOMA,"Tinker AFB, OK"
T A F B,OK,OKLAHOMA,"T A F B, OK"
Oklahoma City,OK,CLEVELAND,"Moore, OK"
Oklahoma City,OK,OKLAHOMA,"Globe Life And Accident Co, OK"
Oklahoma City,OK,OKLAHOMA,"Jp Morgan Chase, OK"
Oklahoma City,OK,OKLAHOMA,"Okla Univ Health Sci Ctr, OK"
Oklahoma City,OK,OKLAHOMA,"Ok Tax Comm, OK"
Oklahoma City,OK,OKLAHOMA,"Bank Of Oklahoma, OK"
Ardmore,OK,CARTER,"Milo, OK"
Ardmore,OK,CARTER,"Pooleville, OK"
Ardmore,OK,CARTER,"Ardmore, OK"
Countyline,OK,STEPHENS,"Countyline, OK"
Burneyville,OK,LOVE,"Burneyville, OK"
Coleman,OK,JOHNSTON,"Coleman, OK"
Elmore City,OK,GARVIN,"Pernell, OK"
Elmore City,OK,GARVIN,"Elmore City, OK"
Foster,OK,STEPHENS,"Foster, OK"
Fox,OK,CARTER,"Fox, OK"
Gene Autry,OK,CARTER,"Gene Autry, OK"
Graham,OK,CARTER,"Graham, OK"
Healdton,OK,CARTER,"Healdton, OK"
Kingston,OK,MARSHALL,"Kingston, OK"
Lebanon,OK,MARSHALL,"Lebanon, OK"
Leon,OK,LOVE,"Leon, OK"
Loco,OK,STEPHENS,"Loco, OK"
Lone Grove,OK,CARTER,"Lone Grove, OK"
Hennepin,OK,CARTER,"Hennepin, OK"
Madill,OK,MARSHALL,"Oakland, OK"
Madill,OK,MARSHALL,"Madill, OK"
Madill,OK,MARSHALL,"Mc Millan, OK"
Mannsville,OK,JOHNSTON,"Mannsville, OK"
Marietta,OK,LOVE,"Marietta, OK"
Mead,OK,BRYAN,"Mead, OK"
Milburn,OK,JOHNSTON,"Milburn, OK"
Overbrook,OK,LOVE,"Overbrook, OK"
Ravia,OK,JOHNSTON,"Ravia, OK"
Ringling,OK,JEFFERSON,"Ringling, OK"
Ringling,OK,JEFFERSON,"Cornish, OK"
Springer,OK,CARTER,"Springer, OK"
Thackerville,OK,LOVE,"Thackerville, OK"
Tishomingo,OK,JOHNSTON,"Tishomingo, OK"
Wapanucka,OK,JOHNSTON,"Wapanucka, OK"
Wilson,OK,CARTER,"Wilson, OK"
Wilson,OK,CARTER,"Rubottom, OK"
Ratliff City,OK,CARTER,"Ratliff City, OK"
Tatums,OK,CARTER,"Tatums, OK"
Tussy,OK,CARTER,"Tussy, OK"
Velma,OK,STEPHENS,"Velma, OK"
Lawton,OK,COMANCHE,"Lawton, OK"
Fort Sill,OK,COMANCHE,"Fort Sill, OK"
Addington,OK,JEFFERSON,"Addington, OK"
Altus,OK,JACKSON,"Altus, OK"
Altus AFB,OK,JACKSON,"Altus AFB, OK"
Blair,OK,JACKSON,"Blair, OK"
Cache,OK,COMANCHE,"Cache, OK"
Chattanooga,OK,COMANCHE,"Chattanooga, OK"
Comanche,OK,STEPHENS,"Comanche, OK"
Davidson,OK,TILLMAN,"Davidson, OK"
Devol,OK,COTTON,"Devol, OK"
Duke,OK,JACKSON,"Duke, OK"
Duncan,OK,STEPHENS,"Empire City, OK"
Duncan,OK,STEPHENS,"Duncan, OK"
Duncan,OK,STEPHENS,"Halliburton, OK"
Eldorado,OK,JACKSON,"Eldorado, OK"
Elgin,OK,COMANCHE,"Elgin, OK"
Elmer,OK,JACKSON,"Elmer, OK"
Faxon,OK,COMANCHE,"Faxon, OK"
Fletcher,OK,COMANCHE,"Fletcher, OK"
Frederick,OK,TILLMAN,"Frederick, OK"
Geronimo,OK,COMANCHE,"Geronimo, OK"
Gould,OK,HARMON,"Gould, OK"
Loveland,OK,TILLMAN,"Loveland, OK"
Grandfield,OK,TILLMAN,"Grandfield, OK"
Granite,OK,GREER,"Granite, OK"
Hastings,OK,JEFFERSON,"Hastings, OK"
Headrick,OK,JACKSON,"Headrick, OK"
Hollis,OK,HARMON,"Hollis, OK"
Hollister,OK,TILLMAN,"Hollister, OK"
Indiahoma,OK,COMANCHE,"Indiahoma, OK"
Mangum,OK,GREER,"Reed, OK"
Mangum,OK,GREER,"Mangum, OK"
Manitou,OK,TILLMAN,"Manitou, OK"
Martha,OK,JACKSON,"Martha, OK"
Medicine Park,OK,COMANCHE,"Medicine Park, OK"
Meers,OK,COMANCHE,"Meers, OK"
Mountain Park,OK,KIOWA,"Mountain Park, OK"
Olustee,OK,JACKSON,"Olustee, OK"
Terral,OK,JEFFERSON,"Terral, OK"
Oscar,OK,JEFFERSON,"Oscar, OK"
Randlett,OK,COTTON,"Randlett, OK"
Roosevelt,OK,KIOWA,"Cooperton, OK"
Roosevelt,OK,KIOWA,"Roosevelt, OK"
Ryan,OK,JEFFERSON,"Ryan, OK"
Snyder,OK,KIOWA,"Snyder, OK"
Sterling,OK,COMANCHE,"Sterling, OK"
Temple,OK,COTTON,"Temple, OK"
Terral,OK,JEFFERSON,"Grady, OK"
Tipton,OK,TILLMAN,"Tipton, OK"
Vinson,OK,HARMON,"Vinson, OK"
Walters,OK,COTTON,"Walters, OK"
Waurika,OK,JEFFERSON,"Sugden, OK"
Waurika,OK,JEFFERSON,"Waurika, OK"
Clinton,OK,CUSTER,"Clinton, OK"
Arapaho,OK,CUSTER,"Arapaho, OK"
Bessie,OK,WASHITA,"Bessie, OK"
Burns Flat,OK,WASHITA,"Burns Flat, OK"
Butler,OK,CUSTER,"Butler, OK"
Canute,OK,WASHITA,"Canute, OK"
Carter,OK,BECKHAM,"Carter, OK"
Cheyenne,OK,ROGER MILLS,"Strong City, OK"
Cheyenne,OK,ROGER MILLS,"Cheyenne, OK"
Cordell,OK,WASHITA,"Cordell, OK"
Crawford,OK,ROGER MILLS,"Crawford, OK"
Custer City,OK,CUSTER,"Custer, OK"
Custer City,OK,CUSTER,"Custer City, OK"
Dill City,OK,WASHITA,"Dill City, OK"
Durham,OK,ROGER MILLS,"Durham, OK"
Elk City,OK,BECKHAM,"Elk City, OK"
Erick,OK,BECKHAM,"Erick, OK"
Fay,OK,DEWEY,"Fay, OK"
Foss,OK,WASHITA,"Foss, OK"
Hammon,OK,ROGER MILLS,"Hammon, OK"
Hobart,OK,KIOWA,"Hobart, OK"
Leedey,OK,DEWEY,"Leedey, OK"
Lone Wolf,OK,KIOWA,"Lone Wolf, OK"
Oakwood,OK,DEWEY,"Eagle City, OK"
Oakwood,OK,DEWEY,"Oakwood, OK"
Putnam,OK,DEWEY,"Putnam, OK"
Reydon,OK,ROGER MILLS,"Reydon, OK"
Rocky,OK,WASHITA,"Rocky, OK"
Sayre,OK,BECKHAM,"Sayre, OK"
Seiling,OK,DEWEY,"Seiling, OK"
Sentinel,OK,WASHITA,"Sentinel, OK"
Sweetwater,OK,ROGER MILLS,"Sweetwater, OK"
Sweetwater,OK,ROGER MILLS,"Mayfield, OK"
Taloga,OK,DEWEY,"Taloga, OK"
Texola,OK,BECKHAM,"Texola, OK"
Thomas,OK,CUSTER,"Thomas, OK"
Willow,OK,GREER,"Willow, OK"
Enid,OK,GARFIELD,"Enid, OK"
Enid,OK,GARFIELD,"North Enid, OK"
Aline,OK,ALFALFA,"Aline, OK"
Alva,OK,WOODS,"Avard, OK"
Alva,OK,WOODS,"Alva, OK"
Alva,OK,WOODS,"Capron, OK"
Ames,OK,MAJOR,"Ames, OK"
Amorita,OK,ALFALFA,"Amorita, OK"
Bison,OK,GARFIELD,"Bison, OK"
Burlington,OK,ALFALFA,"Byron, OK"
Burlington,OK,ALFALFA,"Burlington, OK"
Canton,OK,BLAINE,"Canton, OK"
Carmen,OK,ALFALFA,"Carmen, OK"
Carrier,OK,GARFIELD,"Carrier, OK"
Cherokee,OK,ALFALFA,"Lambert, OK"
Cherokee,OK,ALFALFA,"Cherokee, OK"
Cleo Springs,OK,MAJOR,"Cleo Springs, OK"
Covington,OK,GARFIELD,"Covington, OK"
Dacoma,OK,WOODS,"Dacoma, OK"
Douglas,OK,GARFIELD,"Douglas, OK"
Dover,OK,KINGFISHER,"Dover, OK"
Drummond,OK,GARFIELD,"Drummond, OK"
Fairmont,OK,GARFIELD,"Fairmont, OK"
Fairview,OK,MAJOR,"Orienta, OK"
Fairview,OK,MAJOR,"Fairview, OK"
Garber,OK,GARFIELD,"Garber, OK"
Goltry,OK,ALFALFA,"Goltry, OK"
Helena,OK,ALFALFA,"Helena, OK"
Hennessey,OK,KINGFISHER,"Hennessey, OK"
Hillsdale,OK,GARFIELD,"Hillsdale, OK"
Hitchcock,OK,BLAINE,"Hitchcock, OK"
Hopeton,OK,WOODS,"Hopeton, OK"
Isabella,OK,MAJOR,"Isabella, OK"
Jet,OK,ALFALFA,"Jet, OK"
Kingfisher,OK,KINGFISHER,"Kingfisher, OK"
Kremlin,OK,GARFIELD,"Kremlin, OK"
Lahoma,OK,GARFIELD,"Lahoma, OK"
Longdale,OK,BLAINE,"Longdale, OK"
Loyal,OK,KINGFISHER,"Loyal, OK"
Lucien,OK,NOBLE,"Lucien, OK"
Manchester,OK,GRANT,"Manchester, OK"
Medford,OK,GRANT,"Jefferson, OK"
Medford,OK,GRANT,"Medford, OK"
Medford,OK,GRANT,"Renfrow, OK"
Meno,OK,MAJOR,"Meno, OK"
Nash,OK,GRANT,"Nash, OK"
Okarche,OK,KINGFISHER,"Okarche, OK"
Okeene,OK,BLAINE,"Okeene, OK"
Omega,OK,KINGFISHER,"Omega, OK"
Pond Creek,OK,GRANT,"Pond Creek, OK"
Ringwood,OK,MAJOR,"Ringwood, OK"
Southard,OK,BLAINE,"Southard, OK"
Wakita,OK,GRANT,"Wakita, OK"
Watonga,OK,BLAINE,"Watonga, OK"
Waukomis,OK,GARFIELD,"Waukomis, OK"
Woodward,OK,WOODWARD,"Woodward, OK"
Arnett,OK,ELLIS,"Arnett, OK"
Arnett,OK,ELLIS,"Harmon, OK"
Buffalo,OK,HARPER,"Buffalo, OK"
Buffalo,OK,HARPER,"Selman, OK"
Camargo,OK,DEWEY,"Camargo, OK"
Chester,OK,MAJOR,"Chester, OK"
Fargo,OK,ELLIS,"Fargo, OK"
Fort Supply,OK,WOODWARD,"Fort Supply, OK"
Freedom,OK,WOODS,"Freedom, OK"
Gage,OK,ELLIS,"Gage, OK"
Gate,OK,BEAVER,"Knowles, OK"
Gate,OK,BEAVER,"Gate, OK"
Laverne,OK,HARPER,"Laverne, OK"
Laverne,OK,HARPER,"Logan, OK"
May,OK,HARPER,"May, OK"
Mooreland,OK,WOODWARD,"Mooreland, OK"
Mutual,OK,WOODWARD,"Mutual, OK"
Rosston,OK,HARPER,"Rosston, OK"
Sharon,OK,WOODWARD,"Sharon, OK"
Shattuck,OK,ELLIS,"Shattuck, OK"
Vici,OK,DEWEY,"Vici, OK"
Waynoka,OK,WOODS,"Waynoka, OK"
Adams,OK,TEXAS,"Adams, OK"
Balko,OK,BEAVER,"Balko, OK"
Beaver,OK,BEAVER,"Elmwood, OK"
Beaver,OK,BEAVER,"Beaver, OK"
Boise City,OK,CIMARRON,"Boise City, OK"
Felt,OK,CIMARRON,"Felt, OK"
Forgan,OK,BEAVER,"Forgan, OK"
Goodwell,OK,TEXAS,"Goodwell, OK"
Guymon,OK,TEXAS,"Guymon, OK"
Hardesty,OK,TEXAS,"Hardesty, OK"
Hooker,OK,TEXAS,"Hooker, OK"
Hooker,OK,TEXAS,"Optima, OK"
Kenton,OK,CIMARRON,"Kenton, OK"
Keyes,OK,CIMARRON,"Keyes, OK"
Texhoma,OK,TEXAS,"Texhoma, OK"
Turpin,OK,BEAVER,"Turpin, OK"
Turpin,OK,BEAVER,"Baker, OK"
Tyrone,OK,TEXAS,"Tyrone, OK"
Avant,OK,OSAGE,"Avant, OK"
Barnsdall,OK,OSAGE,"Tallant, OK"
Barnsdall,OK,OSAGE,"Barnsdall, OK"
Barnsdall,OK,OSAGE,"Pershing, OK"
Barnsdall,OK,OSAGE,"Wolco, OK"
Bartlesville,OK,WASHINGTON,"Brtlsville, OK"
Bartlesville,OK,WASHINGTON,"Bville, OK"
Bartlesville,OK,WASHINGTON,"Glenoak, OK"
Bartlesville,OK,WASHINGTON,"Okesa, OK"
Bartlesville,OK,WASHINGTON,"Hog Shooter, OK"
Bartlesville,OK,WASHINGTON,"Bartlesville, OK"
Bartlesville,OK,WASHINGTON,"Phillips 66, OK"
Bartlesville,OK,WASHINGTON,"Eastside, OK"
Bixby,OK,TULSA,"Bixby, OK"
Bristow,OK,CREEK,"Bristow, OK"
Bristow,OK,CREEK,"Newby, OK"
Bristow,OK,CREEK,"Tuskegee, OK"
Bristow,OK,CREEK,"Edna, OK"
Broken Arrow,OK,WAGONER,"Brkn Arw, OK"
Broken Arrow,OK,TULSA,"Broken Arrow, OK"
Catoosa,OK,ROGERS,"Cotoosa, OK"
Catoosa,OK,ROGERS,"Catoosa, OK"
Catoosa,OK,ROGERS,"Port Of Catoo, OK"
Catoosa,OK,ROGERS,"Fair Oaks, OK"
Chelsea,OK,ROGERS,"Bushyhead, OK"
Chelsea,OK,ROGERS,"Winganon, OK"
Chelsea,OK,ROGERS,"Chelsea, OK"
Claremore,OK,ROGERS,"Tiawah, OK"
Claremore,OK,ROGERS,"Verdigris, OK"
Claremore,OK,ROGERS,"Valley Park, OK"
Claremore,OK,ROGERS,"Clairemore, OK"
Claremore,OK,ROGERS,"Claremore, OK"
Cleveland,OK,PAWNEE,"Baugh, OK"
Cleveland,OK,PAWNEE,"Shady Grove, OK"
Cleveland,OK,PAWNEE,"Cleveland, OK"
Cleveland,OK,PAWNEE,"Westport, OK"
Collinsville,OK,TULSA,"Collinsville, OK"
Collinsville,OK,TULSA,"Cville, OK"
Copan,OK,WASHINGTON,"Copan, OK"
Cushing,OK,PAYNE,"Schlegal, OK"
Cushing,OK,PAYNE,"Norfolk, OK"
Cushing,OK,PAYNE,"Cushing, OK"
Cushing,OK,PAYNE,"Avery, OK"
Davenport,OK,LINCOLN,"Davenport, OK"
Delaware,OK,NOWATA,"Delaware, OK"
Depew,OK,CREEK,"Depew, OK"
Dewey,OK,WASHINGTON,"Dewey, OK"
Drumright,OK,CREEK,"Drumright, OK"
Foyil,OK,ROGERS,"Foyil, OK"
Glencoe,OK,PAYNE,"Glencoe, OK"
Glenpool,OK,TULSA,"Glenpool, OK"
Hallett,OK,PAWNEE,"Hailey, OK"
Hallett,OK,PAWNEE,"Hallett, OK"
Hallett,OK,PAWNEE,"Hallis, OK"
Hominy,OK,OSAGE,"Hominy, OK"
Inola,OK,ROGERS,"Onola, OK"
Inola,OK,ROGERS,"Inala, OK"
Inola,OK,ROGERS,"Inola, OK"
Jenks,OK,TULSA,"Jenks, OK"
Jennings,OK,PAWNEE,"Jennings, OK"
Jennings,OK,PAWNEE,"Silver City, OK"
Kellyville,OK,CREEK,"Kellyville, OK"
Kiefer,OK,CREEK,"Kiefer, OK"
Kiefer,OK,CREEK,"Keifer, OK"
Lenapah,OK,NOWATA,"Lenapah, OK"
Leonard,OK,TULSA,"Leonard, OK"
Mannford,OK,CREEK,"Mansford, OK"
Mannford,OK,CREEK,"Lawrence Crk, OK"
Mannford,OK,CREEK,"Lawrence Creek, OK"
Mannford,OK,CREEK,"Mannford, OK"
Maramec,OK,PAWNEE,"Maramec, OK"
Milfay,OK,CREEK,"Milfay, OK"
Mounds,OK,CREEK,"Mounds, OK"
Nowata,OK,NOWATA,"Coodys Bluff, OK"
Nowata,OK,NOWATA,"Watova, OK"
Nowata,OK,NOWATA,"Nowata, OK"
Oakhurst,OK,TULSA,"Oakhurst, OK"
Ochelata,OK,WASHINGTON,"Ochelata, OK"
Oilton,OK,CREEK,"Oilton, OK"
Oologah,OK,ROGERS,"Oologah, OK"
Osage,OK,OSAGE,"Osage, OK"
Owasso,OK,TULSA,"Owasso, OK"
Owasso,OK,TULSA,"Owosso, OK"
Pawhuska,OK,OSAGE,"Bowring, OK"
Pawhuska,OK,OSAGE,"Nelagony, OK"
Pawhuska,OK,OSAGE,"Pearsonia, OK"
Pawhuska,OK,OSAGE,"Pawhuska, OK"
Pawhuska,OK,OSAGE,"Herd, OK"
Pawnee,OK,PAWNEE,"Pawnee, OK"
Pawnee,OK,PAWNEE,"Blackburn, OK"
Pawnee,OK,PAWNEE,"Pownee, OK"
Pawnee,OK,PAWNEE,"Skedee, OK"
Perkins,OK,PAYNE,"Perkins, OK"
Prue,OK,OSAGE,"Prue, OK"
Ramona,OK,WASHINGTON,"Ramona, OK"
Ripley,OK,PAYNE,"Ripley, OK"
Sand Springs,OK,TULSA,"Lotsee, OK"
Sand Springs,OK,TULSA,"Sandsprings, OK"
Sand Springs,OK,TULSA,"Sand Springs, OK"
SS,OK,TULSA,"Ss, OK"
Sapulpa,OK,CREEK,"Sapulpa, OK"
Sapulpa,OK,CREEK,"Sepulpa, OK"
Sapulpa,OK,CREEK,"Supulpa, OK"
Shamrock,OK,CREEK,"Shamrock, OK"
Skiatook,OK,TULSA,"Skiatook, OK"
Slick,OK,CREEK,"Slick, OK"
S Coffeyville,OK,NOWATA,"South Coffeyville, OK"
S Coffeyville,OK,NOWATA,"S Coffeyville, OK"
Sperry,OK,TULSA,"Sperry, OK"
STW,OK,PAYNE,"Stw, OK"
Stillwater,OK,PAYNE,"Stillwater, OK"
Stillwater,OK,PAYNE,"Ok State Univ Stu Housing, OK"
Stillwater,OK,PAYNE,"Ok St Unv Adm, OK"
Stillwater,OK,PAYNE,"Ok State Univ Admin, OK"
Stroud,OK,LINCOLN,"Stroud, OK"
Stroud,OK,LINCOLN,"Kendrick, OK"
Talala,OK,ROGERS,"Talala, OK"
Terlton,OK,PAWNEE,"Terlton, OK"
Vera,OK,WASHINGTON,"Vera, OK"
Wann,OK,NOWATA,"Wann, OK"
Wann,OK,NOWATA,"Noxie, OK"
Wynona,OK,OSAGE,"Wynona, OK"
Yale,OK,PAYNE,"Yale, OK"
Tulsa,OK,CREEK,"Tulsa, OK"
Tulsa,OK,TULSA,"United States Postal Service, OK"
Tulsa,OK,TULSA,"Oral Roberts Univ, OK"
Tulsa,OK,TULSA,"Williams Center, OK"
Tulsa,OK,TULSA,"Bok Mail Service, OK"
Tulsa,OK,TULSA,"Oklahoma Natural Gas, OK"
Tulsa,OK,TULSA,"Tulsa City Utilities, OK"
Tulsa,OK,TULSA,"First Natl Bank Mail Service, OK"
Vinita,OK,CRAIG,"White Oak, OK"
Vinita,OK,CRAIG,"Centralia, OK"
Vinita,OK,CRAIG,"Vinita, OK"
Vinita,OK,CRAIG,"Pensacola, OK"
Adair,OK,MAYES,"Adair, OK"
Afton,OK,OTTAWA,"Aston, OK"
Afton,OK,OTTAWA,"Cleora, OK"
Afton,OK,OTTAWA,"Afton, OK"
Afton,OK,OTTAWA,"Bernice, OK"
Afton,OK,OTTAWA,"Monkey Island, OK"
Afton,OK,OTTAWA,"Bird Island, OK"
Big Cabin,OK,CRAIG,"Big Cabin, OK"
Bluejacket,OK,OTTAWA,"Bluejacket, OK"
Cardin,OK,OTTAWA,"Cardin, OK"
Chouteau,OK,MAYES,"Chouteau, OK"
Chouteau,OK,MAYES,"Mazie, OK"
Colcord,OK,DELAWARE,"W Siloam Spgs, OK"
Colcord,OK,DELAWARE,"West Siloam Springs, OK"
Colcord,OK,DELAWARE,"Colcord, OK"
Commerce,OK,OTTAWA,"Commerce, OK"
Disney,OK,MAYES,"Disney, OK"
Eucha,OK,DELAWARE,"Eucha, OK"
Fairland,OK,OTTAWA,"Fairland, OK"
Grove,OK,DELAWARE,"Grove, OK"
Grove,OK,DELAWARE,"Grove City, OK"
Jay,OK,DELAWARE,"Jay, OK"
Kansas,OK,DELAWARE,"Kansas, OK"
Ketchum,OK,MAYES,"Grnd Lke Town, OK"
Ketchum,OK,MAYES,"Grand Lake Towne, OK"
Ketchum,OK,MAYES,"Ketchum, OK"
Langley,OK,MAYES,"Langley, OK"
Locust Grove,OK,MAYES,"Locust Grove, OK"
Miami,OK,OTTAWA,"Miami, OK"
Miami,OK,OTTAWA,"Maimi, OK"
North Miami,OK,OTTAWA,"North Miami, OK"
Oaks,OK,DELAWARE,"Oaks, OK"
Picher,OK,OTTAWA,"Picher, OK"
Pryor,OK,MAYES,"Sprtsmn Acres, OK"
Pryor,OK,MAYES,"Pryor Creek, OK"
Pryor,OK,MAYES,"Pryor, OK"
Pryor,OK,MAYES,"Sportsmen Acres, OK"
Quapaw,OK,OTTAWA,"Quapaw, OK"
Quapaw,OK,OTTAWA,"Peoria, OK"
Rose,OK,MAYES,"Rose, OK"
Salina,OK,MAYES,"Salina, OK"
Spavinaw,OK,MAYES,"Spavinaw, OK"
Strang,OK,MAYES,"Strang, OK"
Twin Oaks,OK,DELAWARE,"Twin Oaks, OK"
